Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
2012,London,Rowing,Rowing,"CAFARO, Erin",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"DAVIES, Caryn",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"FRANCIA, Susan",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"LIND, Caroline",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"LOFGREN, Esther",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"LOGAN, Eleanor",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"MUSNICKI, Meghan",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"RITZEL, Taylor",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"WHIPPLE, Mary",USA,Women,Eight With Coxswain,Gold
2012,London,Rowing,Rowing,"BRZOZOWICZ, Ashley",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"GULOIEN, Krista",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"HANSON, Janine",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"MARQUARDT, Darcy",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"MASTRACCI, Natalie",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"MORIN, Andreanne",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"THOMPSON, Lesley",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"VIINBERG, Rachelle",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"WILKINSON, Lauren",CAN,Women,Eight With Coxswain,Silver
2012,London,Rowing,Rowing,"ACHTERBERG, Chantal",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"BELDERBOS, Claudia",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"BOUW, Carline",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"DE GROOT, Sytske",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"DE HAAN, Annemiek",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"KINGMA, Nienke",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"REPELAER VAN DRIEL, Roline",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"SCHELLEKENS, Anne",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"VEENHOVEN, Jacobine",NED,Women,Eight With Coxswain,Bronze
2012,London,Rowing,Rowing,"BRITTAIN, Matthew",RSA,Men,Lightweight 4,Gold
2012,London,Rowing,Rowing,"NDLOVU, Sizwe",RSA,Men,Lightweight 4,Gold
2012,London,Rowing,Rowing,"SMITH, John",RSA,Men,Lightweight 4,Gold
2012,London,Rowing,Rowing,"THOMPSON, James",RSA,Men,Lightweight 4,Gold
2012,London,Rowing,Rowing,"BARTLEY, Chris",GBR,Men,Lightweight 4,Silver
2012,London,Rowing,Rowing,"CHAMBERS, Peter",GBR,Men,Lightweight 4,Silver
2012,London,Rowing,Rowing,"CHAMBERS, Richard",GBR,Men,Lightweight 4,Silver
2012,London,Rowing,Rowing,"WILLIAMS, Robert",GBR,Men,Lightweight 4,Silver
2012,London,Rowing,Rowing,"BARSOE, Jacob",DEN,Men,Lightweight 4,Bronze
2012,London,Rowing,Rowing,"EBBESEN, Eskild",DEN,Men,Lightweight 4,Bronze
2012,London,Rowing,Rowing,"JORGENSEN, Morten",DEN,Men,Lightweight 4,Bronze
2012,London,Rowing,Rowing,"WINTHER, Kasper",DEN,Men,Lightweight 4,Bronze
2012,London,Rowing,Rowing,"QUIST, Rasmus",DEN,Men,Lightweight Doubles,Gold
2012,London,Rowing,Rowing,"RASMUSSEN, Mads",DEN,Men,Lightweight Doubles,Gold
2012,London,Rowing,Rowing,"HUNTER, Mark",GBR,Men,Lightweight Doubles,Silver
2012,London,Rowing,Rowing,"PURCHASE, Zac",GBR,Men,Lightweight Doubles,Silver
2012,London,Rowing,Rowing,"TAYLOR, Peter",NZL,Men,Lightweight Doubles,Bronze
2012,London,Rowing,Rowing,"URU, Storm",NZL,Men,Lightweight Doubles,Bronze
2012,London,Rowing,Rowing,"COPELAND, Katherine",GBR,Women,Lightweight Doubles,Gold
2012,London,Rowing,Rowing,"HOSKING, Sophie",GBR,Women,Lightweight Doubles,Gold
2012,London,Rowing,Rowing,"HUANG, Wenyi",CHN,Women,Lightweight Doubles,Silver
2012,London,Rowing,Rowing,"XU, Dongxiang",CHN,Women,Lightweight Doubles,Silver
2012,London,Rowing,Rowing,"GIAZITZIDOU, Christina",GRE,Women,Lightweight Doubles,Bronze
2012,London,Rowing,Rowing,"TSIAVOU, Alexandra",GRE,Women,Lightweight Doubles,Bronze
2012,London,Rowing,Rowing,"GROHMANN, Tim",GER,Men,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"SCHOOF, Lauritz",GER,Men,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"SCHULZE, Karl",GER,Men,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"WENDE, Phillipp",GER,Men,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"MARTIN, Damir",CRO,Men,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"SAIN, David",CRO,Men,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"SINKOVIC, Martin",CRO,Men,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"SINKOVIC, Valent",CRO,Men,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"FORSTERLING, Karsten",AUS,Men,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"MCRAE, James",AUS,Men,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"MORGAN, Christopher",AUS,Men,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"NOONAN, Daniel",AUS,Men,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"DEMENTYEVA, Yana",UKR,Women,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"DOVGODKO, Nataliya",UKR,Women,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"KOZHENKOVA, Anastasiia",UKR,Women,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"TARASENKO, Kateryna",UKR,Women,Quadruple Sculls,Gold
2012,London,Rowing,Rowing,"BAER, Carina",GER,Women,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"OPPELT, Britta",GER,Women,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"RICHTER, Julia",GER,Women,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"THIELE, Annekatrin",GER,Women,Quadruple Sculls,Silver
2012,London,Rowing,Rowing,"DELL, Natalie",USA,Women,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"KALMOE, Megan",USA,Women,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"KOHLER, Kara",USA,Women,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"MARTELLI, Adrienne",USA,Women,Quadruple Sculls,Bronze
2012,London,Rowing,Rowing,"DRYSDALE, Mahe",NZL,Men,Single Sculls,Gold
2012,London,Rowing,Rowing,"SYNEK, Ondrej",CZE,Men,Single Sculls,Silver
2012,London,Rowing,Rowing,"CAMPBELL, Alan",GBR,Men,Single Sculls,Bronze
2012,London,Rowing,Rowing,"KNAPKOVA, Mirka",CZE,Women,Single Sculls,Gold
2012,London,Rowing,Rowing,"ERICHSEN, Fie Udby",DEN,Women,Single Sculls,Silver
2012,London,Rowing,Rowing,"CROW, Kim",AUS,Women,Single Sculls,Bronze
2012,London,Sailing,Sailing,"BELCHER, Mathew",AUS,Men,470,Gold
2012,London,Sailing,Sailing,"PAGE, Malcolm",AUS,Men,470,Gold
2012,London,Sailing,Sailing,"BITHELL, Stuart",GBR,Men,470,Silver
2012,London,Sailing,Sailing,"PATIENCE, Luke",GBR,Men,470,Silver
2012,London,Sailing,Sailing,"CALABRESE, Lucas",ARG,Men,470,Bronze
2012,London,Sailing,Sailing,"DE LA FUENTE, Juan",ARG,Men,470,Bronze
2012,London,Sailing,Sailing,"ALEH, Jo",NZL,Women,470,Gold
2012,London,Sailing,Sailing,"POWRIE, Olivia",NZL,Women,470,Gold
2012,London,Sailing,Sailing,"CLARK, Saskia",GBR,Women,470,Silver
2012,London,Sailing,Sailing,"MILLS, Hannah",GBR,Women,470,Silver
2012,London,Sailing,Sailing,"BERKHOUT, Lobke",NED,Women,470,Bronze
2012,London,Sailing,Sailing,"WESTERHOF, Lisa",NED,Women,470,Bronze
2012,London,Sailing,Sailing,"JENSEN, Iain",AUS,Men,49Er - Skiff,Gold
2012,London,Sailing,Sailing,"OUTTERIDGE, Nathan",AUS,Men,49Er - Skiff,Gold
2012,London,Sailing,Sailing,"BURLING, Peter",NZL,Men,49Er - Skiff,Silver
2012,London,Sailing,Sailing,"TUKE, Blair",NZL,Men,49Er - Skiff,Silver
2012,London,Sailing,Sailing,"LANG, Peter",DEN,Men,49Er - Skiff,Bronze
2012,London,Sailing,Sailing,"NORREGAARD, Allan",DEN,Men,49Er - Skiff,Bronze
2012,London,Sailing,Sailing,"ECHEGOYEN DOMINGUEZ, Tamara",ESP,Women,Elliott 6M,Gold
2012,London,Sailing,Sailing,"PUMARIEGA MENENDEZ, Angela",ESP,Women,Elliott 6M,Gold
2012,London,Sailing,Sailing,"TORO PRIETO PUGA, Sofia",ESP,Women,Elliott 6M,Gold
2012,London,Sailing,Sailing,"CURTIS, Nina",AUS,Women,Elliott 6M,Silver
2012,London,Sailing,Sailing,"PRICE, Olivia",AUS,Women,Elliott 6M,Silver
2012,London,Sailing,Sailing,"WHITTY, Lucinda",AUS,Women,Elliott 6M,Silver
2012,London,Sailing,Sailing,"KANERVA, Silja",FIN,Women,Elliott 6M,Bronze
2012,London,Sailing,Sailing,"LEHTINEN, Silja",FIN,Women,Elliott 6M,Bronze
2012,London,Sailing,Sailing,"WULFF, Mikaela",FIN,Women,Elliott 6M,Bronze
2012,London,Sailing,Sailing,"AINSLIE, Ben",GBR,Men,Finn,Gold
2012,London,Sailing,Sailing,"HOGH-CHRISTENSEN, Jonas",DEN,Men,Finn,Silver
2012,London,Sailing,Sailing,"LOBERT, Jonathan",FRA,Men,Finn,Bronze
2012,London,Sailing,Sailing,"SLINGSBY, Tom",AUS,Men,Laser,Gold
2012,London,Sailing,Sailing,"KONTIDES, Pavlos",CYP,Men,Laser,Silver
2012,London,Sailing,Sailing,"MYRGREN, Rasmus",SWE,Men,Laser,Bronze
2012,London,Sailing,Sailing,"XU, Lijia",CHN,Women,Laser Radial,Gold
2012,London,Sailing,Sailing,"BOUWMEESTER, Marit",NED,Women,Laser Radial,Silver
2012,London,Sailing,Sailing,"VAN ACKER, Evi",BEL,Women,Laser Radial,Bronze
2012,London,Sailing,Sailing,"VAN RIJSSELBERGE, Dorian",NED,Men,Rs:X,Gold
2012,London,Sailing,Sailing,"DEMPSEY, Nick",GBR,Men,Rs:X,Silver
2012,London,Sailing,Sailing,"MIARCZYNSKI, Przemyslaw",POL,Men,Rs:X,Bronze
2012,London,Sailing,Sailing,"ALABAU, Marina",ESP,Women,Rs:X,Gold
2012,London,Sailing,Sailing,"PETAJA, Tuuli",FIN,Women,Rs:X,Silver
2012,London,Sailing,Sailing,"KLEPACKA, Zofia",POL,Women,Rs:X,Bronze
2012,London,Sailing,Sailing,"LÃ–Ã–F, Fredrik",SWE,Men,Star,Gold
2012,London,Sailing,Sailing,"SALMINEN, Max",SWE,Men,Star,Gold
2012,London,Sailing,Sailing,"PERCY, Iain",GBR,Men,Star,Silver
2012,London,Sailing,Sailing,"SIMPSON, Andrew",GBR,Men,Star,Silver
2012,London,Sailing,Sailing,"PRADA, Bruno",BRA,Men,Star,Bronze
2012,London,Sailing,Sailing,"SCHEIDT, Robert",BRA,Men,Star,Bronze
2012,London,Shooting,Shooting,"JIN, Jongoh",KOR,Men,10M Air Pistol,Gold
2012,London,Shooting,Shooting,"TESCONI, Luca",ITA,Men,10M Air Pistol,Silver
2012,London,Shooting,Shooting,"ZLATIC, Andrija",SRB,Men,10M Air Pistol,Bronze
2012,London,Shooting,Shooting,"GUO, Wenjun",CHN,Women,10M Air Pistol,Gold
2012,London,Shooting,Shooting,"GOBERVILLE, Celine",FRA,Women,10M Air Pistol,Silver
2012,London,Shooting,Shooting,"KOSTEVYCH, Olena",UKR,Women,10M Air Pistol,Bronze
2012,London,Shooting,Shooting,"MOLDOVEANU, Alin George",ROU,Men,10M Air Rifle,Gold
2012,London,Shooting,Shooting,"CAMPRIANI, Niccolo",ITA,Men,10M Air Rifle,Silver
2012,London,Shooting,Shooting,"NARANG, Gagan",IND,Men,10M Air Rifle,Bronze
2012,London,Shooting,Shooting,"YI, Siling",CHN,Women,10M Air Rifle,Gold
2012,London,Shooting,Shooting,"BOGACKA, Sylwia",POL,Women,10M Air Rifle,Silver
2012,London,Shooting,Shooting,"YU, Dan",CHN,Women,10M Air Rifle,Bronze
2012,London,Shooting,Shooting,"KIM, Jangmi",KOR,Women,25M Pistol,Gold
2012,London,Shooting,Shooting,"CHEN, Ying",CHN,Women,25M Pistol,Silver
2012,London,Shooting,Shooting,"KOSTEVYCH, Olena",UKR,Women,25M Pistol,Bronze
2012,London,Shooting,Shooting,"PUPO, Leuris",CUB,Men,25M Rapid Pistol,Gold
2012,London,Shooting,Shooting,"KUMAR, Vijay",IND,Men,25M Rapid Pistol,Silver
2012,London,Shooting,Shooting,"DING, Feng",CHN,Men,25M Rapid Pistol,Bronze
2012,London,Shooting,Shooting,"JIN, Jongoh",KOR,Men,50M Pistol,Gold
2012,London,Shooting,Shooting,"CHOI, Young Rae",KOR,Men,50M Pistol,Silver
2012,London,Shooting,Shooting,"WANG, Zhiwei",CHN,Men,50M Pistol,Bronze
2012,London,Shooting,Shooting,"CAMPRIANI, Niccolo",ITA,Men,50M Rifle 3 Positions,Gold
2012,London,Shooting,Shooting,"KIM, Jonghyun",KOR,Men,50M Rifle 3 Positions,Silver
2012,London,Shooting,Shooting,"EMMONS, Matthew",USA,Men,50M Rifle 3 Positions,Bronze
2012,London,Shooting,Shooting,"GRAY, Jamie Lynn",USA,Women,50M Rifle 3 Positions,Gold
2012,London,Shooting,Shooting,"MAKSIMOVIC, Ivana",SRB,Women,50M Rifle 3 Positions,Silver
2012,London,Shooting,Shooting,"SYKOROVA, Adela",CZE,Women,50M Rifle 3 Positions,Bronze
2012,London,Shooting,Shooting,"MARTYNOV, Sergei",BLR,Men,50M Rifle Prone,Gold
2012,London,Shooting,Shooting,"COX, Lionel",BEL,Men,50M Rifle Prone,Silver
2012,London,Shooting,Shooting,"DEBEVEC, Rajmond",SLO,Men,50M Rifle Prone,Bronze
2012,London,Shooting,Shooting,"WILSON, Peter",GBR,Men,Double Trap 150,Gold
2012,London,Shooting,Shooting,"DAHLBY, Hakan",SWE,Men,Double Trap 150,Silver
2012,London,Shooting,Shooting,"MOSIN, Vasily",RUS,Men,Double Trap 150,Bronze
2012,London,Shooting,Shooting,"HANCOCK, Vincent",USA,Men,Skeet,Gold
2012,London,Shooting,Shooting,"GOLDING, Anders",DEN,Men,Skeet,Silver
2012,London,Shooting,Shooting,"AL-ATTIYAH, Nasser",QAT,Men,Skeet,Bronze
2012,London,Shooting,Shooting,"RHODE, Kimberly",USA,Women,Skeet,Gold
2012,London,Shooting,Shooting,"WEI, Ning",CHN,Women,Skeet,Silver
2012,London,Shooting,Shooting,"BARTEKOVA, Danka",SVK,Women,Skeet,Bronze
2012,London,Shooting,Shooting,"CERNOGORAZ, Giovanni",CRO,Men,Trap,Gold
2012,London,Shooting,Shooting,"FABBRIZI, Massimo",ITA,Men,Trap,Silver
2012,London,Shooting,Shooting,"ALDEEHANI, Fehaid",KUW,Men,Trap,Bronze
2012,London,Shooting,Shooting,"ROSSI, Jessica",ITA,Women,Trap,Gold
2012,London,Shooting,Shooting,"STEFECEKOVA, Zuzana",SVK,Women,Trap,Silver
2012,London,Shooting,Shooting,"RACINET, Delphine",FRA,Women,Trap,Bronze
2012,London,Table Tennis,Table Tennis,"ZHANG, Jike",CHN,Men,Singles,Gold
2012,London,Table Tennis,Table Tennis,"WANG, Hao",CHN,Men,Singles,Silver
2012,London,Table Tennis,Table Tennis,"OVTCHAROV, Dimitrij",GER,Men,Singles,Bronze
2012,London,Table Tennis,Table Tennis,"LI, Xiaoxia",CHN,Women,Singles,Gold
2012,London,Table Tennis,Table Tennis,"DING, Ning",CHN,Women,Singles,Silver
2012,London,Table Tennis,Table Tennis,"FENG, Tian Wei",SGP,Women,Singles,Bronze
2012,London,Table Tennis,Table Tennis,"MA, Long",CHN,Men,Team,Gold
2012,London,Table Tennis,Table Tennis,"WANG, Hao",CHN,Men,Team,Gold
2012,London,Table Tennis,Table Tennis,"ZHANG, Jike",CHN,Men,Team,Gold
2012,London,Table Tennis,Table Tennis,"JOO, Sae Hyuk",KOR,Men,Team,Silver
2012,London,Table Tennis,Table Tennis,"OH, Sangeun",KOR,Men,Team,Silver
2012,London,Table Tennis,Table Tennis,"RYU, Seungmin",KOR,Men,Team,Silver
2012,London,Table Tennis,Table Tennis,"BOLL, Timo",GER,Men,Team,Bronze
2012,London,Table Tennis,Table Tennis,"OVTCHAROV, Dimitrij",GER,Men,Team,Bronze
2012,London,Table Tennis,Table Tennis,"STEGER, Bastian",GER,Men,Team,Bronze
2012,London,Table Tennis,Table Tennis,"DING, Ning",CHN,Women,Team,Gold
2012,London,Table Tennis,Table Tennis,"GUO, Yue",CHN,Women,Team,Gold
2012,London,Table Tennis,Table Tennis,"LI, Xiaoxia",CHN,Women,Team,Gold
2012,London,Table Tennis,Table Tennis,"FUKUHARA, Ai",JPN,Women,Team,Silver
2012,London,Table Tennis,Table Tennis,"HIRANO, Sayaka",JPN,Women,Team,Silver
2012,London,Table Tennis,Table Tennis,"ISHIKAWA, Kasumi",JPN,Women,Team,Silver
2012,London,Table Tennis,Table Tennis,"FENG, Tian Wei",SGP,Women,Team,Bronze
2012,London,Table Tennis,Table Tennis,"LI, Jia Wei",SGP,Women,Team,Bronze
2012,London,Table Tennis,Table Tennis,"WANG, Yuegu",SGP,Women,Team,Bronze
2012,London,Taekwondo,Taekwondo,"WU, Jingyu",CHN,Women,- 49 KG,Gold
2012,London,Taekwondo,Taekwondo,"YAGUE ENRIQUE, Brigitte",ESP,Women,- 49 KG,Silver
2012,London,Taekwondo,Taekwondo,"SONKHAM, Chanatip",THA,Women,- 49 KG,Bronze
2012,London,Taekwondo,Taekwondo,"ZANINOVIC, Lucija",CRO,Women,- 49 KG,Bronze
2012,London,Taekwondo,Taekwondo,"GONZALEZ BONILLA, Joel",ESP,Men,- 58 KG,Gold
2012,London,Taekwondo,Taekwondo,"LEE, Daehoon",KOR,Men,- 58 KG,Silver
2012,London,Taekwondo,Taekwondo,"DENISENKO, Alexey",RUS,Men,- 58 KG,Bronze
2012,London,Taekwondo,Taekwondo,"MUNOZ OVIEDO, Oscar",COL,Men,- 58 KG,Bronze
2012,London,Taekwondo,Taekwondo,"MANDIC, Milica",SRB,Women,+ 67 KG,Gold
2012,London,Taekwondo,Taekwondo,"GRAFFE, Anne-Caroline",FRA,Women,+ 67 KG,Silver
2012,London,Taekwondo,Taekwondo,"BARYSHNIKOVA, Anastasia",RUS,Women,+ 67 KG,Bronze
2012,London,Taekwondo,Taekwondo,"ESPINOZA, Maria del Rosario",MEX,Women,+ 67 KG,Bronze
2012,London,Taekwondo,Taekwondo,"MOLFETTA, Carlo",ITA,Men,+ 80 KG,Gold
2012,London,Taekwondo,Taekwondo,"OBAME, Anthony",GAB,Men,+ 80 KG,Silver
2012,London,Taekwondo,Taekwondo,"DESPAIGNE, Robelis",CUB,Men,+ 80 KG,Bronze
2012,London,Taekwondo,Taekwondo,"LIU, Xiaobo",CHN,Men,+ 80 KG,Bronze
2012,London,Taekwondo,Taekwondo,"JONES, Jade",GBR,Women,49 - 57 KG,Gold
2012,London,Taekwondo,Taekwondo,"HOU, Yuzhuo",CHN,Women,49 - 57 KG,Silver
2012,London,Taekwondo,Taekwondo,"HARNOIS, Marlene",FRA,Women,49 - 57 KG,Bronze
2012,London,Taekwondo,Taekwondo,"TSENG, Li-Cheng",TPE,Women,49 - 57 KG,Bronze
2012,London,Taekwondo,Taekwondo,"HWANG, Kyung Seon",KOR,Women,57 - 67 KG,Gold
2012,London,Taekwondo,Taekwondo,"TATAR, Nur",TUR,Women,57 - 67 KG,Silver
2012,London,Taekwondo,Taekwondo,"FROMM, Helena",GER,Women,57 - 67 KG,Bronze
2012,London,Taekwondo,Taekwondo,"MCPHERSON, Paige",USA,Women,57 - 67 KG,Bronze
2012,London,Taekwondo,Taekwondo,"TAZEGUL, Servet",TUR,Men,58 - 68 KG,Gold
2012,London,Taekwondo,Taekwondo,"BAGHERI MOTAMED, Mohammad",IRI,Men,58 - 68 KG,Silver
2012,London,Taekwondo,Taekwondo,"JENNINGS, Terrence",USA,Men,58 - 68 KG,Bronze
2012,London,Taekwondo,Taekwondo,"NIKPAI, Rohullah",AFG,Men,58 - 68 KG,Bronze
2012,London,Taekwondo,Taekwondo,"CRISMANICH, Sebastian Eduardo",ARG,Men,68 - 80 KG,Gold
2012,London,Taekwondo,Taekwondo,"GARCIA HEMME, Nicolas",ESP,Men,68 - 80 KG,Silver
2012,London,Taekwondo,Taekwondo,"MUHAMMAD, Lutalo",GBR,Men,68 - 80 KG,Bronze
2012,London,Taekwondo,Taekwondo,"SARMIENTO, Mauro",ITA,Men,68 - 80 KG,Bronze
2012,London,Tennis,Tennis,"BRYAN, Bob",USA,Men,Doubles,Gold
2012,London,Tennis,Tennis,"BRYAN, Mike",USA,Men,Doubles,Gold
2012,London,Tennis,Tennis,"LLODRA, Michael",FRA,Men,Doubles,Silver
2012,London,Tennis,Tennis,"TSONGA, Jo-Wilfried",FRA,Men,Doubles,Silver
2012,London,Tennis,Tennis,"BENNETEAU, Julien",FRA,Men,Doubles,Bronze
2012,London,Tennis,Tennis,"GASQUET, Richard",FRA,Men,Doubles,Bronze
2012,London,Tennis,Tennis,"WILLIAMS, Serena",USA,Women,Doubles,Gold
2012,London,Tennis,Tennis,"WILLIAMS, Venus",USA,Women,Doubles,Gold
2012,London,Tennis,Tennis,"HLAVACKOVA, Andrea",CZE,Women,Doubles,Silver
2012,London,Tennis,Tennis,"HRADECKA, Lucie",CZE,Women,Doubles,Silver
2012,London,Tennis,Tennis,"KIRILENKO, Maria",RUS,Women,Doubles,Bronze
2012,London,Tennis,Tennis,"PETROVA, Nadia",RUS,Women,Doubles,Bronze
2012,London,Tennis,Tennis,"AZARENKA, Victoria",BLR,Women,Mixed Doubles,Gold
2012,London,Tennis,Tennis,"MIRNYI, Max",BLR,Men,Mixed Doubles,Gold
2012,London,Tennis,Tennis,"MURRAY, Andy",GBR,Men,Mixed Doubles,Silver
2012,London,Tennis,Tennis,"ROBSON, Laura",GBR,Women,Mixed Doubles,Silver
2012,London,Tennis,Tennis,"BRYAN, Mike",USA,Men,Mixed Doubles,Bronze
2012,London,Tennis,Tennis,"RAYMOND, Lisa",USA,Women,Mixed Doubles,Bronze
2012,London,Tennis,Tennis,"MURRAY, Andy",GBR,Men,Singles,Gold
2012,London,Tennis,Tennis,"FEDERER, Roger",SUI,Men,Singles,Silver
2012,London,Tennis,Tennis,"DEL POTRO, Juan Martin",ARG,Men,Singles,Bronze
2012,London,Tennis,Tennis,"WILLIAMS, Serena",USA,Women,Singles,Gold
2012,London,Tennis,Tennis,"SHARAPOVA, Maria",RUS,Women,Singles,Silver
2012,London,Tennis,Tennis,"AZARENKA, Victoria",BLR,Women,Singles,Bronze
2012,London,Triathlon,Triathlon,"BROWNLEE, Alistair",GBR,Men,Individual,Gold
2012,London,Triathlon,Triathlon,"GOMEZ, Javier",ESP,Men,Individual,Silver
2012,London,Triathlon,Triathlon,"BROWNLEE, Jonathan",GBR,Men,Individual,Bronze
2012,London,Triathlon,Triathlon,"SPIRIG, Nicola",SUI,Women,Individual,Gold
2012,London,Triathlon,Triathlon,"NORDEN, Lisa",SWE,Women,Individual,Silver
2012,London,Triathlon,Triathlon,"DENSHAM, Erin",AUS,Women,Individual,Bronze
2012,London,Volleyball,Beach Volleyball,"BRINK, Julius",GER,Men,Beach Volleyball,Gold
2012,London,Volleyball,Beach Volleyball,"RECKERMANN, Jonas",GER,Men,Beach Volleyball,Gold
2012,London,Volleyball,Beach Volleyball,"CERUTTI, Alison",BRA,Men,Beach Volleyball,Silver
2012,London,Volleyball,Beach Volleyball,"REGO, Emanuel",BRA,Men,Beach Volleyball,Silver
2012,London,Volleyball,Beach Volleyball,"PLAVINS, Martins",LAT,Men,Beach Volleyball,Bronze
2012,London,Volleyball,Beach Volleyball,"SMEDINS, Janis",LAT,Men,Beach Volleyball,Bronze
2012,London,Volleyball,Beach Volleyball,"MAY, Misty",USA,Women,Beach Volleyball,Gold
2012,London,Volleyball,Beach Volleyball,"WALSH JENNINGS, Kerri",USA,Women,Beach Volleyball,Gold
2012,London,Volleyball,Beach Volleyball,"KESSY, Jennifer",USA,Women,Beach Volleyball,Silver
2012,London,Volleyball,Beach Volleyball,"ROSS, April",USA,Women,Beach Volleyball,Silver
2012,London,Volleyball,Beach Volleyball,"FRANCA, Larissa",BRA,Women,Beach Volleyball,Bronze
2012,London,Volleyball,Beach Volleyball,"SILVA, Juliana",BRA,Women,Beach Volleyball,Bronze
2012,London,Volleyball,Volleyball,"APALIKOV, Nikolay",RUS,Men,Volleyball,Gold
2012,London,Volleyball,Volleyball,"BEREZHKO, Yury",RUS,Men,Volleyball,Gold
2012,London,Volleyball,Volleyball,"BUTKO, Alexander",RUS,Men,Volleyball,Gold
2012,London,Volleyball,Volleyball,"GRANKIN, Sergey",RUS,Men,Volleyball,Gold
2012,London,Volleyball,Volleyball,"ILINYKH, Dmitriy",RUS,Men,Volleyball,Gold
2012,London,Volleyball,Volleyball,"KHTEY, Taras",RUS,Men,Volleyball,Gold
2012,London,Volleyball,Volleyball,"MIKHAYLOV, Maxim",RUS,Men,Volleyball,Gold
2012,London,Volleyball,Volleyball,"MUSERSKIY, Dmitriy",RUS,Men,Volleyball,Gold
2012,London,Volleyball,Volleyball,"OBMOCHAEV, Alexey",RUS,Men,Volleyball,Gold
2012,London,Volleyball,Volleyball,"SOKOLOV, Alexander",RUS,Men,Volleyball,Gold
2012,London,Volleyball,Volleyball,"TETYUKHIN, Sergey",RUS,Men,Volleyball,Gold
2012,London,Volleyball,Volleyball,"VOLKOV, Alexander",RUS,Men,Volleyball,Gold
2012,London,Volleyball,Volleyball,"ALVES, Thiago Soares",BRA,Men,Volleyball,Silver
2012,London,Volleyball,Volleyball,"AMARAL, Dante",BRA,Men,Volleyball,Silver
2012,London,Volleyball,Volleyball,"DE SOUZA, Wallace",BRA,Men,Volleyball,Silver
2012,London,Volleyball,Volleyball,"DOS SANTOS JUNIOR, Sidnei",BRA,Men,Volleyball,Silver
2012,London,Volleyball,Volleyball,"ENDRES, Murilo",BRA,Men,Volleyball,Silver
2012,London,Volleyball,Volleyball,"GARCIA, Ricardo",BRA,Men,Volleyball,Silver
2012,London,Volleyball,Volleyball,"GODOY FILHO, Gilberto",BRA,Men,Volleyball,Silver
2012,London,Volleyball,Volleyball,"REZENDE, Bruno",BRA,Men,Volleyball,Silver
2012,London,Volleyball,Volleyball,"SAATKAMP, Lucas",BRA,Men,Volleyball,Silver
2012,London,Volleyball,Volleyball,"SANTANA, Rodrigo",BRA,Men,Volleyball,Silver
